Service name,County,ig_xcord,ig_ycord,lat,lon,Address,Phone
Crosshaven Pharmacy Ltd.,Cork,179737.72,61091.22,51.8023,-8.29446,"Point Road Crosshaven Co. Cork"
Crowley's Pharmacy,Cork,172271.15,71239.22,51.89318,-8.40351,"Unit 3 Mahon Shopping Centre Avenue De Rennes Ave. De Rennes Mahon Co. Cork"
Crowley's Pharmacy,Cork,138927.063,41600.922,51.62419,-8.8826,"Supervalue Shopping Centre Fax Bridge Cork Road Clonakilty Co. Cork"
D & M Harrington,Cork,138540.83,41483.29,51.62309,-8.88816,"1 Ashe Street Clonakilty Co. Cork"
D & M Harrington,Cork,146982.42,43576.48,51.64276,-8.76659,"Mill Street Timoleague Bandon Co. Cork"
Dan McCarthy's Pharmacy,Cork,167494.582,71862.51,51.89852,-8.47295,"91 Patrick Street Cork Co. Cork"
Deasy's Pharmacy,Cork,149218.42,54971.56,51.74537,-8.73595,"2 South Main Street Bandon Co. Cork"
Deasy's Pharmacy,Cork,167132.81,72401.33,51.90335,-8.47825,"98/99 Shandon Street Cork Co. Cork"
Deasy's Pharmacy,Cork,121275.16,76595.14,51.93644,-9.14537,"Ballymakeera Co. Cork"
Dennehy's Cross Pharmacy,Cork,165109.3794,70785.22677,51.8887,-8.50749,"Wilton House Wilton Road Cork T12wpw6"
Diarmuid O'Donovan (Pharmacist) Limited,Cork,166812.67,70183.93,51.8834,-8.48269,"4 Pearse Square Ballyphehane Co. Cork"
DocMorris Pharmacy,Cork,153699.77,122672.82,52.35414,-8.68025,"Unit 12 Charleville Town Centre Charleville Co. Cork"
DocMorris Pharmacy,Cork,167332.95,71843.02,51.89834,-8.47529,"8 Grand Parade Cork City Co. Cork"
DocMorris Pharmacy,Cork,165232.92,72533.13,51.90441,-8.50587,"Hollyhill Cork City Co. Cork"
DocMorris Pharmacy,Cork,188127.15,73613.61,51.91508,-8.17327,"21 Main Street Midleton Co. Cork"
Doneraile Pharmacy,Cork,160062.34,107358.56,52.21703,-8.58506,"Main Street Doneraile Co. Cork"
Doody's Pharmacy,Cork,181624.75,112925.66,52.2682,-8.26989,"10 Lower Cork Street Mitchelstown Co. Cork"
Douglas Road Pharmacy,Cork,169504.184,69902.976,51.88103,-8.44358,"Douglas Pharmacy Douglas Road Cork"
Drimoleague Pharmacy,Cork,112855.06,46069.95,51.66091,-9.2601,"Main Street Drimoleague Co. Cork"
Drinagh Pharmacy,Cork,112292.36,33350.32,51.54653,-9.26505,"Market Street Skibbereen Co. Cork"
Drinagh Pharmacy,Cork,123367.961,52751.453,51.72248,-9.10967,"Sackville Street Dunmanway Co. Cork"
Duane's Pharmacy,Cork,138129.03,103084.9,52.1766,-8.90515,"4 Strand Street Kanturk Co. Cork"
Duffy's Pharmacy,Cork,168154.5,102386.968,52.17288,-8.4662,"Duffys Pharmacy Main Street Castletownroche Co. Cork"
Elmwood Pharmacy,Cork,168472.125,68351.078,51.86702,-8.45842,"Elmwood Medical Centre Frankfield Douglas Co. Cork"
Falvey's Pharmacy,Cork,167672.78,72191.34,51.90149,-8.47039,"17 Bridge Street Cork Co. Cork"
Falvey's Pharmacy Limited,Cork,169889.22,69502.78,51.87745,-8.43795,"Unit A Douglas Village S. C. Douglas Cork Co. Cork"
Fermoy Medical Hall,Cork,180980.01,98395.78,52.1376,-8.27852,"61-63 Mc Curtain Street Fermoy Co. Cork"
Firgrove Pharmacy,Cork,164221.625,69794.711,51.87974,-8.52028,"The Cornfields Curraheen Road Bishopstown Co. Cork"
Fleming's Pharmacy,Cork,168248.4,70929.29,51.89018,-8.46191,"Southern Road Cork Co. Cork"
G.J. Cross Pharmacy,Cork,67823.32,46000.35,51.6515,-9.91053,"The Square Castletownbere Co. Cork"
Gallwey's Pharmacy,Cork,138453.34,41472.41,51.62298,-8.88942,"49 Pearse Street Clonakilty Co. Cork"
Gary Johnson Pharmacist Ltd,Cork,165289.07,71263.02,51.893,-8.50492,"Victoria Cross Cork Co. Cork"
Glengarriff Pharmacy,Cork,92827.406,56417.648,51.75042,-9.55261,"Glengariff Pharmacy The Village Glengarriff Co. Cork"
Glenheights Pharmacy,Cork,168451.625,74165.234,51.91927,-8.45925,"4 College Shopping Centre Ballyvolane Co. Cork"
H. Gibbs & Co. Ltd,Cork,179726.08,66743.92,51.8531,-8.29496,"15 Midleton Street Cobh Co. Cork"
H.S.E. Pharmacy,Cork,172507,77858.578,51.95268,-8.40061,"St. Stephen's Hospital Glanmire Co. Cork"
Hamilton's Pharmacy,Cork,112047.03,33656.87799,51.54925,-9.26866,"74 Bridge Street Skibbereen Co. Cork"
Harrington's Pharmacy Ballincollig,Cork,159576.11,70735.33,51.88788,-8.58784,"Main St. Ballincollig Co. Cork"
Hickey's Pharmacy,Cork,159268.48,70834.71,51.88875,-8.59232,"Unit 16 Ballincollig Shopping Centre Ballincollig Co. Cork"
Holland's Pharmacy,Cork,170215.08,70574.16,51.8871,-8.43331,"Templehill Lower Ballinlough Road Co. Cork"
Horgan's Pharmacy,Cork,155712.8444,98427.16379,52.13643,-8.64753,"3/4 Park West Mallow Co. Cork P51cd56"
Horgan's Pharmacy,Cork,112081.0624,33659.10773,51.54927,-9.26817,"Horgan's 33/34 Main Street Skibbereen Co. Cork P81n2w8"
Horgan's Pharmacy,Cork,138054.9604,103152.4918,52.1772,-8.90625,"Strand Street Kanturk Co. Cork P51x309"
Horgan's Pharmacy,Cork,155712.8444,98427.16379,52.13643,-8.64753,"3/4 Park West Mallow Co. Cork P51cd56"
Horgan's Pharmacy,Cork,148973.0044,54902.37876,51.74472,-8.7395,"Unit 2 Bandon Shopping Centre South Main Street Co. Cork"
Horgan's Pharmacy,Cork,138054.9604,103152.4918,52.1772,-8.90625,"Strand Street Kanturk Co. Cork P51x309"
Horgan's Pharmacy,Cork,112081.0624,33659.10773,51.54927,-9.26817,"33/34 Main Street Skibbereen Co. Cork P81n2w8"
Horgan's Pharmacy,Cork,171900.1094,68618.63277,51.86961,-8.40868,"Horgan's Mount Oval Pharmacy The Square Mount Oval Village Rochestown"
Horgan's Pharmacy,Cork,148973.0044,54902.37876,51.74472,-8.7395,"Unit 2 Bandon Shopping Centre South Main Street Co. Cork"
Horgan's Pharmacy,Cork,167274.08,71488.52,51.89515,-8.47611,"6 Barrack Street Cork Co. Cork"
Innishannon Pharmacy,Cork,154585.84,57093.24,51.76489,-8.65853,"Main Street Innishannon Co. Cork"
Irwin's Pharmacies,Cork,170550.8,73575.528,51.91409,-8.42869,"Mayfield Shopping Centre Mayfield Cork Co. Cork"
Irwin's Pharmacy,Cork,167089.69,72290.44,51.90235,-8.47887,"77 Shandon Street Cork Co. Cork"
James Pettit Pharmacy,Cork,153537.41,122726.18,52.35461,-8.68264,"Main Street Charleville Co. Cork"
John D. Broderick Limited,Cork,166970.25,71229.42,51.8928,-8.4805,"84 Barrack Street Cork Co. Cork"
Joyce's Pharmacy,Cork,155829.3764,98530.80979,52.13737,-8.64584,"40 Bank Place Mallow Co. Cork P51d398"
Kelleher's Pharmacy,Cork,159542.3,70798,51.88844,-8.58834,"Main Street Ballincollig Co. Cork"
Kerins Pharmacy,Cork,134060.516,72900,51.90489,-8.9588,"Main Street Macroom Co. Cork"
Kerr's Pharmacy,Cork,123108.836,52717.156,51.72214,-9.11341,"21 Main Street Dunmanway Co. Cork"
Killeagh Pharmacy,Cork,200463.23,76530.25,51.94142,-7.99399,"Main Street Killeagh Co. Cork"
Leeview Pharmacy,Cork,159949.17,70887.03,51.88927,-8.58244,"Eastside Centre Ballincollig Co. Cork"
Little Island Pharmacy Ltd,Cork,175678.2,72535.72,51.90499,-8.35411,"Eastgate Village Little Island Co. Cork"
Lloyd's Pharmacy,Cork,163834.109,50577.828,51.70701,-8.5239,"The Glen Kinsale Co. Cork"
Lynch's Pharmacy,Cork,171567.1094,68060.53077,51.86458,-8.41347,"Unit 1 Broadale Maryborough Hill Cork"
Mackessy's Pharmacy,Cork,131746.5,107424.66,52.21484,-8.99931,"New Street Newmarket Co. Cork"
Magner's Pharmacy,Cork,180691.9,98191.5,52.13575,-8.28271,"Unit 4 Corrin Court Cork Road Fermoy Co. Cork"
Mallow Community Pharmacy Limited,Cork,154765.36,96530.52,52.11931,-8.66111,"Mallow Primary Care Centre Gouldshill Mallow Co. Cork"
Mari Mina Pharmacy (Rathcormac) Limited,Cork,180767.86,91818.514,52.07848,-8.28124,"Main Street Rathcormac Co. Cork"
Mari Mina Pharmacy Youghal Limited,Cork,210523.723,77835.47954,51.95305,-7.84766,"MARA MINA PHARMACY 97 NORTH MAIN STREET YOUGHAL CO. CORK"
Martin Walsh Pharmacy,Cork,172973.12,62350.51,51.81333,-8.39261,"Unit 7-7a Carrigaline Shopping Centre Main Street Carrigaline Co. Cork"
Mary Shinnick - The North Gate Pharmacy,Cork,167076.25,72093.24,51.90057,-8.47904,"12 North Main Street Cork Co. Cork"
Matt Murphy's Pharmacy,Cork,134098.7974,72918.29677,51.90506,-8.95825,"Main Street Macroom Co. Cork P12p968"
McCarthy's Pharmacy,Cork,153518.31,122696.58,52.35434,-8.68291,"35 Main Street Charleville Co. Cork"
McCarthy's Pharmacy (Schull) Ltd,Cork,92695.13,31533.99,51.52683,-9.5469,"Main Street Schull Co. Cork"
McElligott's Pharmacy,Cork,161426.19,75790.9,51.93344,-8.56154,"Ashdale House Shean Lower Blarney Co. Cork"
Minihan's Chemist,Cork,167651.45,71806.1,51.89803,-8.47066,"108 Oliver Plunkett Street Cork City Co. Cork"
Moloney's Pharmacy,Cork,163921.56,50372.68,51.70518,-8.52261,"Emmet Place Kinsale Co. Cork"
Moynihan's Pharmacy,Cork,176444.83,84394.74,52.0116,-8.34378,"Main Street Watergrasshill Cork Co. Cork"
Mulcahy's Pharmacy,Cork,155935.5774,98438.5508,52.13655,-8.64428,"118 Thomas Davis Street Mallow Co. Cork P51xt26"
Mulcahy's Pharmacy,Cork,127303.48,90303.25,52.06043,-9.06064,"The Square Millstreet Co. Cork"
Mullins Pharmacy,Cork,153507.65,122771.87,52.35502,-8.68308,"Main Street Charleville Co. Cork"
Mullins Pharmacy,Cork,138110.714,103213.405,52.17775,-8.90544,"O'brien Street Kanturk Co. Cork"
Mullins Pharmacy Ltd,Cork,138179.14,103165.82,52.17733,-8.90444,"O'Brien Street Kanturk Co. Cork"
Murphy's Abbey Pharmacy,Cork,181690.52,112401.73,52.26349,-8.2689,"Brigown Mitchelstown Co. Cork"
Murphy's Pharmacy,Cork,210355.8465,78062.14177,51.95509,-7.85009,"Murphys Pharamacy 129 North Main Street Youghal Co. Cork P36fk40"
Murphy's Pharmacy,Cork,126659.7274,101281.7498,52.15899,-9.07239,"Boherbue Co. Cork P51frw0"
Murphy's Pharmacy,Cork,187987.69,73894.24,51.9176,-8.17531,"Unit 1 Riverdale Shopping Centre Mill Road Midleton Co. Cork"
Murphy's Pharmacy,Cork,210355.8465,78062.14177,51.95509,-7.85009,"Murphys Pharamacy 129 North Main Street Youghal Co. Cork P36fk40"
Newtown Pharmacy,Cork,178687.77,66837.94,51.85391,-8.31003,"Londis Shopping Centre Newtown Cobh Co. Cork"
Newtown Pharmacy,Cork,99892.97736,48769.23974,51.683,-9.44814,"37 Glengarriff Road Bantry Co. Cork P75ef21"
Norman Brookes Pharmacy,Cork,149040.7,54906.24,51.74476,-8.73852,"29 South Main Street Bandon Co. Cork"
North Main Street Pharmacy,Cork,167093.96,72066.87,51.90034,-8.47878,"North Main St. S. Centre Kyrl's Quay Cork City Co. Cork"
North Main Street Pharmacy,Cork,167021.956,72089.871,51.90054,-8.47983,"North Main Street Shopping Centre North Main Street Cork"
North Square Pharmacy,Cork,133931.797,72955.211,51.90538,-8.96068,"North Square Macroom Co. Cork"
O'Carroll's Allcare Pharmacy,Cork,167370.9004,73358.29977,51.91196,-8.47488,"O'carroll's All Care Pharmacy Orchard Court Blackpool Cork T23wr84"
O'Connell's Pharmacy,Cork,166116.98,70957.67,51.89031,-8.49287,"67 Magazine Road Cork Co. Cork"
O'Connor's Pharmacy,Cork,163623.1254,69660.90277,51.8785,-8.52895,"O'connor Knockaderry Curraheen Road Bishopstown Cork"
O'Connor's Pharmacy,Cork,163838.1564,50482.46874,51.70616,-8.52383,"O'connor's Pharmacy Pearse Street Kinsale Co. Cork P17xk02"
O'Hanlon's Pharmacy Ltd,Cork,166418.39,72426.69,51.90353,-8.48863,"11a Gurranebraher Road Cork Co. Cork"
O'Regan's Pharmacy,Cork,172803.42,62763.42,51.81703,-8.39511,"Ballea Road Carrigaline Co. Cork"
O'Reilly's Pharmacy,Cork,181176.59,98457.58,52.13816,-8.27565,"17 Pearse Square Fermoy Co. Cork"
O'Sullivan Allcare Pharmacy,Cork,99548.75736,48463.98874,51.6802,-9.45302,"O'sullivans Pharmacy New Street Bantry Co. Cork P75xr29"
O'Sullivan Allcare Pharmacy,Cork,99548.75736,48463.98874,51.6802,-9.45302,"O'sullivans Pharmacy New Street Bantry Co. Cork P75xr29"
O'Sullivan's Pharmacy,Cork,169424.47,70855.36,51.88958,-8.44482,"2 Oakfield Lawn Ballinlough Road Cork Co. Cork"
O'Sullivan's Pharmacy,Cork,168865.16,68446.7,51.8679,-8.45273,"Unit 3 Supervalu Shopping Centre Grange Co. Cork"
O'Sullivan's Pharmacy,Cork,165054.66,69930.3,51.88101,-8.50819,"Unit 5-6 Wilton Shopping Centre Cork Co. Cork"
O'Sullivan's Pharmacy .,Cork,169390.96,69709.31,51.87928,-8.44521,"South Douglas Road Cork Co. Cork"
Old Quarter Pharmacy,Cork,158733.641,70960.445,51.88984,-8.6001,"Old Quarter Ballincollig Co. Cork"
Owenacurra Pharmacy,Cork,188172.94,73468.24,51.91378,-8.1726,"79 Main Street Midleton Co. Cork"
Passage West Pharmacy,Cork,177009.28,68601.26,51.86969,-8.33451,"Strand Street Passage West Co. Cork"
Patrick Fitzgibbon Pharmacy Limited,Cork,181534.3425,112783.0118,52.26691,-8.2712,"Fitzgibbon's Pharmacy 34 Lower Cork Street Mitchelstown Co. Cork P67wv91"
Peter Weedle Allcare Pharmacy ,Cork,193293.1885,89719.21079,52.05991,-8.09851,"Main Street Ballynoe Mallow Co. Cork P51rr6f"
Pharmacy Department - St. Patrick's Hospital (Cork) Limited,Cork,162924.978,69254.267,51.8748,-8.53905,"Curraheen Road Curraheen Cork Co. Cork"
"Pharmacy Department Bantry General Hospital",Cork,99771.29,47991.03,51.67599,-9.44967,"Bantry Co. Cork"
"Pharmacy Department Bon Secours Hospital",Cork,165812.57,71097.56,51.89155,-8.4973,"College Road Cork Co. Cork"
"Pharmacy Department Cork University Hospital",Cork,164895.4,70193.09,51.88336,-8.51053,"Wilton Cork Co. Cork"
"Pharmacy Department Mallow General Hospital",Cork,154627.09,100094.79,52.15133,-8.66361,"Limerick Road Mallow Co. Cork"
"Pharmacy Department Mercy University Hospital",Cork,166840.57,71892.37,51.89875,-8.48245,"Grenville Place Cork Co. Cork"
"Pharmacy Department South Infirmary - Victoria Hospital Ltd",Cork,168121.14,71305.94,51.89356,-8.46379,"Old Blackrock Road Cork Co. Cork"
Pharmacy First Plus (Glanmire),Cork,172697.8,75435.71,51.93092,-8.39764,"Hazelwood Centre Glanmire Co. Cork"
Pharmacy First Plus (Grenagh),Cork,158188.9,84553.5,52.01195,-8.60967,"Grenagh Commercial Centre Grenagh Co. Cork"
Pharmacy First Plus (Northside),Cork,166805.34,73945.74,51.91721,-8.48316,"Glenwood Drive Onslow Gardens Commons Road Co. Cork"
Pharmacy First Plus (Tower),Cork,158364.27,74912.53,51.92533,-8.60595,"Tower Shopping Centre Tower Blarney Co. Cork"
Pharmacy First Plus Douglas,Cork,169813.2194,69525.78077,51.87765,-8.43906,"Pharmacy First Douglas Village Shopping Centre Douglas Cork T12r27h"
Phelan's Late Night Pharmacy,Cork,167667.579,71990.017,51.89968,-8.47044,"9 Patrick Street Cork Co. Cork"
Phelan's Pharmacy,Cork,172898.05,75298.68,51.92969,-8.39472,"6 Crestfield Centre Glanmire Co. Cork"
Phelan's Pharmacy,Cork,167265.289,71852.133,51.89842,-8.47628,"11-13 Grand Parade Cork"
Phelan's Pharmacy,Cork,172961.11,62274.39,51.81265,-8.39278,"Main Street Carrigaline Co. Cork"
Phelans Midnight Pharmacy,Cork,167565.88,69167.23,51.87431,-8.47166,"Kinsale Road Commercial Centre Cork Co. Cork"
Pophams Road Pharmacy,Cork,167065.74,73682.64,51.91486,-8.47935,"12 Pophams Road Farranree Co. Cork"
R. Murphy MPSI Ltd,Cork,167177.29,71910.48,51.89894,-8.47756,"48 North Main Street Cork Co. Cork"
Reen's Pharmacy,Cork,127120.797,90298.045,52.06036,-9.06331,"Main Street Millstreet Co. Cork"
Riverstick Pharmacy,Cork,165845.86,57776.58,51.77184,-8.49551,"Unit 24 Riverside Grove Riverstick Co. Cork"
Rosscarbery Pharmacy,Cork,128404.95,36525.13,51.57733,-9.03348,"West Square Rosscarbery Co. Cork"
Sam McCauley Chemists,Cork,170330,69610.72,51.87845,-8.43156,"Unit 2a Douglas Court Shopping Centre Douglas Cork Co. Cork"
Sam McCauley Chemists,Cork,187716.42,73738.75,51.9162,-8.17924,"Units A1 - A2 Market Green Shopping Centre Midleton Co. Cork"
Sam McCauley Chemists,Cork,167546.63,73567.29,51.91385,-8.47235,"Blackpool Shopping Centre Blackpool Co. Cork"
Sam McCauley Chemists,Cork,172765.17,70428.42,51.88592,-8.39627,"Unit 2 Mahon Point Mahon Point Shopping Centre Mahon Co. Cork"
Santry's Washington Street Pharmacy,Cork,166969.0499,71734.67191,51.89734,-8.48057,"SANTRY'S PHARMACY 25A WASHINGTON STREET WEST CORK"
Scannell's Pharmacy,Cork,149064.6954,54966.71275,51.74531,-8.73818,"Scannell's Medical Hall 16 South Main Street Bandon Co. Cork P72ah24"
Scannell's Pharmacy,Cork,134450.55,54100.44,51.73601,-8.94958,"Main Street Ballineen Co. Cork"
Scannell's Riverview Pharmacy,Cork,148879.72,54887.44,51.74458,-8.74085,"Unit 4 Riverview Shopping Centre Bandon Co. Cork"
Sheehan's Pharmacy,Cork,131593.35,107384.52,52.21446,-9.00154,"West End Newmarket Co. Cork"
South Terrace Pharmacy,Cork,167783.1414,71409.89177,51.89447,-8.46871,"2 Trinity Chambers South Terrace Cork T12c6cf"
St. Luke's Pharmacy,Cork,168517.16,72525.54,51.90454,-8.45815,"38 Wellington Road St. Luke's Cross Cork City Co. Cork"
Stock Health Pharmacy,Cork,150339.62,55229.43,51.74778,-8.71976,"Distillery Bridge Bandon Co. Cork"
Thornhill Pharmacy,Cork,170989.828,110549.758,52.24639,-8.42546,"Main Street Kildorrery Co. Cork"
Ticknock Pharmacy,Cork,179634.38,67580.91,51.86062,-8.29634,"Supervalu Centre Ticknock Cobh Co. Cork"
Togher Pharmacy,Cork,166054.72,69452,51.87678,-8.49362,"Togher Village Centre Togher Road Cork Co. Cork"
Turners Cross Allcare Pharmacy,Cork,167667.3964,70892.14276,51.88981,-8.47034,"Turners Cross Pharmacy 1 Ossory Place Evergreen Road Cork T12yh6p"
Turners Cross Allcare Pharmacy,Cork,167667.3964,70892.14276,51.88981,-8.47034,"Turners Cross Pharmacy 1 Ossory Place Evergreen Road Cork T12yh6p"
Wallace's Pharmacy,Cork,169239.91,73832.68,51.91633,-8.44777,"Ballyvolane Shopping Centre Ballyvolane Cork Co. Cork"
Walsh's Pharmacy,Cork,168652.769,73060.729,51.90936,-8.45623,"Walshs Pharmacy 255 Old Youghal Road Cork"
Walsh's Pharmacy,Cork,167190.18,72528.65,51.90449,-8.47743,"123 Shandon Street Cork Co. Cork"
Walsh's Pharmacy (Fermoy) Limited,Cork,181264,98443.2,52.13804,-8.27437,"15 Patrick Street Fermoy Co. Cork"
Walsh's Pharmacy Carrigaline,Cork,172903.121,62373.506,51.81354,-8.39363,"Walsh's Pharmacy Main Street Carrigaline Co. Cork"
Walsh's Pharmacy Midleton,Cork,188158.767,73440.915,51.91353,-8.17281,"Walsh's Pharmacy 50 Main Street Midleton Co. Cork"
Wilson's Pharmacy,Cork,179887.61,66445.23,51.85042,-8.29259,"18 West Beach Cobh Co. Cork"
Youghal Pharmacy,Cork,210301.66,78196.16,51.9563,-7.85088,"149 North Main Street Youghal Co. Cork"
Abbeydorney Pharmacy, Kerry, 52.34605, -9.6899, "Abbeydorney Tralee Co. Kerry"
Ahern's Pharmacy, Kerry, 52.17206, -9.55021, "Farranfore Killarney Co. Kerry"
Ballybunion Pharmacy, Kerry, 52.51216, -9.67173, "Supervalu Shopping Centre Main Street Ballybunion Co. Kerry"
Ballyduff Pharmacy, Kerry, 52.45457, -9.6627, "Ballyduff Tralee Co. Kerry"
Bon Secours Hospital Tralee, Kerry, 52.26959, -9.71304, "Pharmacy Department Bon Secours Hospital Strand Road Tralee Co. Kerry"
Boots, Kerry, 52.06319, -9.49669, "Units 10-11 Deerpark Retail Centre Killarney Co. Kerry"
Boots, Kerry, 52.26846, -9.70764, "Central Plaza Abbey Court The Square Tralee Co. Kerry"
Brassil's Pharmacy, Kerry, 52.38974, -9.83164, "Main Street Ballyheigue Co. Kerry"
Broderick's Pharmacy, Kerry, 52.4463, -9.48574, "7 William Street Listowel Co. Kerry"
Burn's Pharmacy, Kerry, 52.27124, -9.71537, "Balloonagh Estate Tralee Co. Kerry"
Burns Pharmacy, Kerry, 52.27687, -9.71873, "Unit 2 O'Donnell's Business Park Mounthawk Tralee Co. Kerry"
C.H. Chemists (Tralee) Limited, Kerry, 52.26973, -9.70613, "31 The Mall Tralee Co. Kerry"
Costello's Pharmacy, Kerry, 52.27024, -9.70766, "Russell Street Tralee Co. Kerry"
Creedon's Pharmacy, Kerry, 52.57255, -9.37567, "Main Street Tarbert Co. Kerry"
Crowley's Pharmacy Limited, Kerry, 52.23177, -9.46173, "81 Main Street Castleisland Co. Kerry"
Dan Sean's Pharmacy Limited, Kerry, 51.94564, -10.22767, "West Main Street Cahirsiveen Co. Kerry"
Diarmuid O'Sullivan (Pharmacy) Ltd, Kerry, 52.10749, -9.78763, "Mill Road Killorglin Co. Kerry"
F. & M. Reen Pharmacy Limited, Kerry, 52.05854, -9.50736, "College Square Killarney Co. Kerry"
Grogan's Pharmacy Poitigeir, Kerry, 52.14176, -10.26619, "Grogan's Pharmacy Spa Road Dingle Co. Kerry V92yy07"
